ID;Description;GeneRatio;BgRatio;RichFactor;FoldEnrichment;zScore;pvalue;p.adjust;qvalue;geneID;Count
GO:0048871;multicellular organismal-level homeostasis;13/67;167/2237;0,0778443113772455;2,59907051568505;3,77384546708398;0,00100599979747208;0,0793901506838386;0,0709935821987975;CTNNB1/APBB2/IRF4/HSPA1A/SH2B2/JAK2/PTGES/FAS/UBB/NR1D1/STAT3/ZFP36/ATF4;13
GO:0008631;intrinsic apoptotic signaling pathway in response to oxidative stress;4/67;17/2237;0,235294117647059;7,85601404741001;4,98497639589326;0,00130431250938042;0,0988147157106607;0,0883637401091831;MCL1/CTNNB1/JAK2/ATF4;4
GO:0071478;cellular response to radiation;5/67;29/2237;0,172413793103448;5,75656201749871;4,52935188227318;0,00140972714020239;0,102693200136282;0,0918320230196617;GADD45A/SDE2/BCL2L1/ATF4/TIMP1;5
GO:0043067;regulation of programmed cell death;20/67;341/2237;0,0586510263929619;1,95824397076203;3,37658395467769;0,00154693912807137;0,108514915132117;0,0970380139207341;GADD45A/GBP5/MCL1/NR4A2/TMBIM1/CTNNB1/CCNL1/APBB2/HSPA1A/TNFRSF10D/JAK2/KLF4/FAS/UBB/PHLPP1/ZFP36/BCL2L1/TGM2/ATF4/TIMP1;20
GO:0051253;negative regulation of RNA metabolic process;16/67;247/2237;0,0647773279352227;2,16278929240437;3,40381851550932;0,00185397711893576;0,120160082266436;0,107451549139497;GADD45A/TENT5C/ARID5A/NR4A2/CTNNB1/APBB2/IRF1/HSPA1A/PLAGL1/TFEC/KLF4/ARID5B/NR1D1/STAT3/ZFP36/ATF4;16
GO:2001234;negative regulation of apoptotic signaling pathway;7/67;61/2237;0,114754098360656;3,83141668705652;3,93897018269998;0,00190371057703261;0,120160082266436;0,107451549139497;MCL1/NR4A2/TMBIM1/CTNNB1/HSPA1A/BCL2L1/ATF4;7
GO:0045892;negative regulation of DNA-templated transcription;15/67;225/2237;0,0666666666666667;2,22587064676617;3,40616240337511;0,0019836384726151;0,120160082266436;0,107451549139497;GADD45A/ARID5A/NR4A2/CTNNB1/APBB2/IRF1/HSPA1A/PLAGL1/TFEC/KLF4/ARID5B/NR1D1/STAT3/ZFP36/ATF4;15
GO:0007049;cell cycle;17/67;273/2237;0,0622710622710623;2,07910994478159;3,34287171623737;0,0020112811089375;0,120160082266436;0,107451549139497;GADD45A/SDE2/INO80D/CTNNB1/CCNL1/APBB2/IRF1/DUSP1/HSPA1A/PLAGL1/KLF4/NEK6/NDEL1/UBB/STAT3/JUNB/BCL2L1;17
GO:0007098;centrosome cycle;4/67;19/2237;0,210526315789474;7,02906520031422;4,63649124552492;0,00203015978486059;0,120160082266436;0,107451549139497;GADD45A/CTNNB1/CCNL1/NDEL1;4
GO:0046634;regulation of alpha-beta T cell activation;6/67;46/2237;0,130434782608696;4,35496430889033;4,03914147900924;0,0020998828054618;0,12052054647105;0,107773889441405;NLRP3/IRF1/IRF4/JAK2/PNP/JUNB;6
GO:1902679;negative regulation of RNA biosynthetic process;15/67;228/2237;0,0657894736842105;2,19658287509819;3,34937421269499;0,00226833815804163;0,123803210226668;0,110709367673378;GADD45A/ARID5A/NR4A2/CTNNB1/APBB2/IRF1/HSPA1A/PLAGL1/TFEC/KLF4/ARID5B/NR1D1/STAT3/ZFP36/ATF4;15
GO:0009628;response to abiotic stimulus;14/67;205/2237;0,0682926829268293;2,28016017473608;3,37849145710467;0,00228781011506514;0,123803210226668;0,110709367673378;GADD45A/SDE2/ADSS2/NLRP3/HK2/NR4A2/CTNNB1/IRF1/HSPA1A/TFEC/FAS/BCL2L1/ATF4/TIMP1;14
GO:0001764;neuron migration;5/67;33/2237;0,151515151515152;5,05879692446857;4,12659579694471;0,00256760744899103;0,129541724388989;0,115840957340012;NR4A2/CTNNB1/APBB2/NDEL1/STAT3;5
GO:0032784;regulation of DNA-templated transcription elongation;3/67;10/2237;0,3;10,0164179104478;5,0201576831069;0,00265150243668175;0,129541724388989;0,115840957340012;CTNNB1/ELL2/ELL;3
GO:0034243;regulation of transcription elongation by RNA polymerase II;3/67;10/2237;0,3;10,0164179104478;5,0201576831069;0,00265150243668175;0,129541724388989;0,115840957340012;CTNNB1/ELL2/ELL;3
GO:0034097;response to cytokine;18/67;305/2237;0,059016393442623;1,97044286762907;3,20375845366461;0,00266743783060749;0,129541724388989;0,115840957340012;GBP5/MCL1/HK2/IRF1/DUSP1/HSPA1A/SH2B2/JAK2/KLF4/ARID5B/FAS/CDC42EP2/NR1D1/STAT3/CDC42EP4/ZFP36/BCL2L1/TIMP1;18
GO:0031023;microtubule organizing center organization;4/67;21/2237;0,19047619047619;6,35963041933191;4,33513919626526;0,00299626150835565;0,133670965305994;0,119533475894706;GADD45A/CTNNB1/CCNL1/NDEL1;4
GO:0038034;signal transduction in absence of ligand;4/67;21/2237;0,19047619047619;6,35963041933191;4,33513919626526;0,00299626150835565;0,133670965305994;0,119533475894706;MCL1/HSPA1A/FAS/BCL2L1;4
GO:0097192;extrinsic apoptotic signaling pathway in absence of ligand;4/67;21/2237;0,19047619047619;6,35963041933191;4,33513919626526;0,00299626150835565;0,133670965305994;0,119533475894706;MCL1/HSPA1A/FAS/BCL2L1;4
GO:0042981;regulation of apoptotic process;19/67;334/2237;0,0568862275449102;1,89932076146215;3,13048691491886;0,00303476848371582;0,133670965305994;0,119533475894706;GADD45A/MCL1/NR4A2/TMBIM1/CTNNB1/CCNL1/APBB2/HSPA1A/TNFRSF10D/JAK2/KLF4/FAS/UBB/PHLPP1/ZFP36/BCL2L1/TGM2/ATF4/TIMP1;19
GO:0045934;negative regulation of nucleobase-containing compound metabolic process;16/67;261/2237;0,0613026819923372;2,04677760622176;3,1610010547638;0,00330822583905431;0,14240408498111;0,127342951555942;GADD45A/TENT5C/ARID5A/NR4A2/CTNNB1/APBB2/IRF1/HSPA1A/PLAGL1/TFEC/KLF4/ARID5B/NR1D1/STAT3/ZFP36/ATF4;16
GO:1902175;regulation of oxidative stress-induced intrinsic apoptotic signaling pathway;3/67;11/2237;0,272727272727273;9,10583446404342;4,73450878815139;0,00356810467684245;0,150177561287547;0,134294278948292;MCL1/CTNNB1/ATF4;3
GO:2001242;regulation of intrinsic apoptotic signaling pathway;6/67;52/2237;0,115384615384615;3,85246842709529;3,65628660393829;0,00396298432466105;0,163171571976261;0,145913999505255;MCL1/CTNNB1/HSPA1A/UBB/BCL2L1/ATF4;6
GO:0038066;p38MAPK cascade;4/67;23/2237;0,173913043478261;5,80661907852044;4,0705983263835;0,00423741631049697;0,165194900230631;0,147723333780406;GADD45A/DUSP1/PHLPP1/ZFP36;4
GO:0071310;cellular response to organic substance;24/67;480/2237;0,05;1,66940298507463;2,9071391293267;0,00436288212413171;0,165194900230631;0,147723333780406;GBP5/NLRP3/HK2/ARID5A/NR4A2/CTNNB1/TIPARP/IRF1/DUSP1/HSPA1A/SH2B2/JAK2/KLF4/ARID5B/FAS/CDC42EP2/NDEL1/NR1D1/STAT3/CDC42EP4/ZFP36/BCL2L1/TGM2/ATF4;24
GO:0046631;alpha-beta T cell activation;7/67;71/2237;0,0985915492957746;3,29178053394997;3,44759632040177;0,00457640966420739;0,165194900230631;0,147723333780406;NLRP3/IRF1/IRF4/JAK2/PNP/STAT3/JUNB;7
GO:0010574;regulation of vascular endothelial growth factor production;3/67;12/2237;0,25;8,34701492537313;4,48311595032487;0,00465618666124404;0,165194900230631;0,147723333780406;ADORA2B/STAT3/ATF4;3
GO:0010575;positive regulation of vascular endothelial growth factor production;3/67;12/2237;0,25;8,34701492537313;4,48311595032487;0,00465618666124404;0,165194900230631;0,147723333780406;ADORA2B/STAT3/ATF4;3
GO:1901099;negative regulation of signal transduction in absence of ligand;3/67;12/2237;0,25;8,34701492537313;4,48311595032487;0,00465618666124404;0,165194900230631;0,147723333780406;MCL1/HSPA1A/BCL2L1;3
GO:2001240;negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;3/67;12/2237;0,25;8,34701492537313;4,48311595032487;0,00465618666124404;0,165194900230631;0,147723333780406;MCL1/HSPA1A/BCL2L1;3
GO:0051258;protein polymerization;5/67;38/2237;0,131578947368421;4,39316575019639;3,70619010610957;0,00483635692618504;0,165194900230631;0,147723333780406;HSPA1A/JAK2/CDC42EP2/NDEL1/CDC42EP4;5
GO:0008585;female gonad development;4/67;24/2237;0,166666666666667;5,56467661691542;3,94973868324387;0,00497154662784897;0,165194900230631;0,147723333780406;TIPARP/ARID5B/UBB/BCL2L1;4
GO:0032731;positive regulation of interleukin-1 beta production;4/67;24/2237;0,166666666666667;5,56467661691542;3,94973868324387;0,00497154662784897;0,165194900230631;0,147723333780406;GBP5/NLRP3/JAK2/STAT3;4
GO:0032732;positive regulation of interleukin-1 production;4/67;24/2237;0,166666666666667;5,56467661691542;3,94973868324387;0,00497154662784897;0,165194900230631;0,147723333780406;GBP5/NLRP3/JAK2/STAT3;4
GO:0097190;apoptotic signaling pathway;11/67;154/2237;0,0714285714285714;2,38486140724947;3,12871116632923;0,00508199543189706;0,165953437034707;0,148401645189154;MCL1/NR4A2/TMBIM1/CTNNB1/HSPA1A/GGCT/JAK2/FAS/UBB/BCL2L1/ATF4;11
GO:0043066;negative regulation of apoptotic process;13/67;201/2237;0,0646766169154229;2,1594267468627;3,02688478836929;0,00540526630156046;0,173518209748398;0,155166342180389;MCL1/NR4A2/TMBIM1/CTNNB1/APBB2/HSPA1A/TNFRSF10D/JAK2/KLF4/FAS/BCL2L1/ATF4/TIMP1;13
GO:0046545;development of primary female sexual characteristics;4/67;25/2237;0,16;5,34208955223881;3,83547938868007;0,00578666776001956;0,180978661232152;0,161837751304692;TIPARP/ARID5B/UBB/BCL2L1;4
GO:0001819;positive regulation of cytokine production;11/67;157/2237;0,0700636942675159;2,33929080711094;3,05728890754978;0,00588934692554291;0,180978661232152;0,161837751304692;GBP5/NLRP3/ARID5A/IRF1/IRF4/HSPA1A/JAK2/PNP/ADORA2B/STAT3/ATF4;11
GO:0045646;regulation of erythrocyte differentiation;3/67;13/2237;0,230769230769231;7,70493685419059;4,25934100043407;0,00592432787560371;0,180978661232152;0,161837751304692;HSPA1A/STAT3/ZFP36;3
GO:0062197;cellular response to chemical stress;7/67;75/2237;0,0933333333333333;3,11621890547264;3,27496611468071;0,00621183019751759;0,183659582271483;0,164235129147345;NLRP3/NR4A2/HSPA1A/KLF4/FAS/OSER1/ATF4;7
GO:0046632;alpha-beta T cell differentiation;6/67;57/2237;0,105263157894737;3,51453260015711;3,37839079848841;0,00628075066646509;0,183659582271483;0,164235129147345;NLRP3/IRF1/IRF4/PNP/STAT3/JUNB;6
GO:0010564;regulation of cell cycle process;9/67;115/2237;0,0782608695652174;2,6129785853342;3,11995453911608;0,00630299516771195;0,183659582271483;0,164235129147345;SDE2/CTNNB1/CCNL1/APBB2/DUSP1/HSPA1A/KLF4/NEK6/BCL2L1;9
GO:0033554;cellular response to stress;17/67;306/2237;0,0555555555555556;1,85489220563847;2,82764163598935;0,00680180366375537;0,18543290620471;0,165820900396476;GADD45A/MCL1/SDE2/NLRP3/HK2/NR4A2/INO80D/HSPA1A/TFEC/JAK2/KLF4/NEK6/FAS/JUNB/BCL2L1/OSER1/ATF4;17
GO:0043069;negative regulation of programmed cell death;13/67;207/2237;0,0628019323671498;2,09683466724349;2,9101927630059;0,00694433407215681;0,18543290620471;0,165820900396476;MCL1/NR4A2/TMBIM1/CTNNB1/APBB2/HSPA1A/TNFRSF10D/JAK2/KLF4/FAS/BCL2L1/ATF4/TIMP1;13
GO:0032870;cellular response to hormone stimulus;9/67;117/2237;0,0769230769230769;2,5683122847302;3,06126537095923;0,00705650124639989;0,18543290620471;0,165820900396476;ARID5A/NR4A2/HSPA1A/SH2B2/JAK2/NDEL1/NR1D1/STAT3/ZFP36;9
GO:0071417;cellular response to organonitrogen compound;9/67;117/2237;0,0769230769230769;2,5683122847302;3,06126537095923;0,00705650124639989;0,18543290620471;0,165820900396476;NR4A2/CTNNB1/SH2B2/JAK2/KLF4/NDEL1/STAT3/BCL2L1/TGM2;9
GO:0022402;cell cycle process;12/67;184/2237;0,0652173913043478;2,17748215444517;2,92895166413161;0,00712195451673009;0,18543290620471;0,165820900396476;GADD45A/SDE2/CTNNB1/CCNL1/APBB2/DUSP1/HSPA1A/KLF4/NEK6/NDEL1/UBB/BCL2L1;12
GO:0001836;release of cytochrome c from mitochondria;3/67;14/2237;0,214285714285714;7,1545842217484;4,05822796878296;0,00737991180706296;0,18543290620471;0,165820900396476;MCL1/GGCT/BCL2L1;3
GO:0010573;vascular endothelial growth factor production;3/67;14/2237;0,214285714285714;7,1545842217484;4,05822796878296;0,00737991180706296;0,18543290620471;0,165820900396476;ADORA2B/STAT3/ATF4;3
GO:0046902;regulation of mitochondrial membrane permeability;3/67;14/2237;0,214285714285714;7,1545842217484;4,05822796878296;0,00737991180706296;0,18543290620471;0,165820900396476;HK2/HSPA1A/BCL2L1;3
GO:2000316;regulation of T-helper 17 type immune response;3/67;14/2237;0,214285714285714;7,1545842217484;4,05822796878296;0,00737991180706296;0,18543290620471;0,165820900396476;ARID5A/JAK2/JUNB;3
GO:2001239;regulation of extrinsic apoptotic signaling pathway in absence of ligand;3/67;14/2237;0,214285714285714;7,1545842217484;4,05822796878296;0,00737991180706296;0,18543290620471;0,165820900396476;MCL1/HSPA1A/BCL2L1;3
GO:0052548;regulation of endopeptidase activity;6/67;59/2237;0,101694915254237;3,3953959018467;3,27580321157232;0,00744081355414888;0,18543290620471;0,165820900396476;NLRP3/JAK2/KLF4/FAS/STAT3/TIMP1;6
GO:0001701;in utero embryonic development;7/67;80/2237;0,0875;2,9214552238806;3,0746354019866;0,00883074071860078;0,200738370404206;0,179507607391968;TENT5C/CTNNB1/KLF4/NDEL1/JUNB/ELL/BCL2L1;7
GO:0006354;DNA-templated transcription elongation;3/67;15/2237;0,2;6,67761194029851;3,87599083818867;0,00902920255201301;0,200738370404206;0,179507607391968;CTNNB1/ELL2/ELL;3
GO:0006368;transcription elongation by RNA polymerase II;3/67;15/2237;0,2;6,67761194029851;3,87599083818867;0,00902920255201301;0,200738370404206;0,179507607391968;CTNNB1/ELL2/ELL;3
GO:0016525;negative regulation of angiogenesis;3/67;15/2237;0,2;6,67761194029851;3,87599083818867;0,00902920255201301;0,200738370404206;0,179507607391968;GADD45A/CTNNB1/KLF4;3
GO:0021954;central nervous system neuron development;3/67;15/2237;0,2;6,67761194029851;3,87599083818867;0,00902920255201301;0,200738370404206;0,179507607391968;NR4A2/NDEL1/UBB;3
GO:1901343;negative regulation of vasculature development;3/67;15/2237;0,2;6,67761194029851;3,87599083818867;0,00902920255201301;0,200738370404206;0,179507607391968;GADD45A/CTNNB1/KLF4;3
GO:2000181;negative regulation of blood vessel morphogenesis;3/67;15/2237;0,2;6,67761194029851;3,87599083818867;0,00902920255201301;0,200738370404206;0,179507607391968;GADD45A/CTNNB1/KLF4;3
GO:2000242;negative regulation of reproductive process;3/67;15/2237;0,2;6,67761194029851;3,87599083818867;0,00902920255201301;0,200738370404206;0,179507607391968;DUSP1/BCL2L1/TIMP1;3
GO:0062207;regulation of pattern recognition receptor signaling pathway;5/67;44/2237;0,113636363636364;3,79409769335142;3,28845605997698;0,00910938704905733;0,200738370404206;0,179507607391968;GBP5/IRF1/IRF4/HSPA1A/NR1D1;5
GO:2000026;regulation of multicellular organismal development;17/67;315/2237;0,053968253968254;1,80189528547738;2,69736476068491;0,00911483624855422;0,200738370404206;0,179507607391968;GADD45A/NLRP3/HK2/INO80D/CTNNB1/SGMS2/IRF1/IRF4/HSPA1A/KLF4/PNP/NR1D1/STAT3/JUNB/ZFP36/TGM2/ATF4;17
GO:0046660;female sex differentiation;4/67;29/2237;0,137931034482759;4,60524961399897;3,4330350503488;0,00993020875656827;0,215536595848573;0,192740722903548;TIPARP/ARID5B/UBB/BCL2L1;4
GO:0031330;negative regulation of cellular catabolic process;5/67;45/2237;0,111111111111111;3,70978441127695;3,22599846251031;0,0100143719296064;0,215536595848573;0,192740722903548;TENT5C/MCL1/STAT3/ZFP36/TIMP1;5
GO:1903706;regulation of hemopoiesis;9/67;124/2237;0,0725806451612903;2,42332691381801;2,86489816755544;0,0102530993068216;0,218195169518203;0,195118116909236;NLRP3/CTNNB1/IRF1/IRF4/HSPA1A/PNP/STAT3/JUNB/ZFP36;9
GO:0021536;diencephalon development;3/67;16/2237;0,1875;6,26026119402985;3,70968005707269;0,0108774176532397;0,21875993477238;0,195623150696804;NR4A2/CTNNB1/UBB;3
GO:0034644;cellular response to UV;3/67;16/2237;0,1875;6,26026119402985;3,70968005707269;0,0108774176532397;0,21875993477238;0,195623150696804;SDE2/ATF4/TIMP1;3
GO:0090559;regulation of membrane permeability;3/67;16/2237;0,1875;6,26026119402985;3,70968005707269;0,0108774176532397;0,21875993477238;0,195623150696804;HK2/HSPA1A/BCL2L1;3
GO:0071345;cellular response to cytokine stimulus;15/67;269/2237;0,0557620817843866;1,86178771569661;2,64732539764151;0,0109951939076546;0,21875993477238;0,195623150696804;GBP5/HK2/IRF1/DUSP1/HSPA1A/SH2B2/JAK2/KLF4/ARID5B/FAS/CDC42EP2/NR1D1/STAT3/CDC42EP4/ZFP36;15
GO:1901701;cellular response to oxygen-containing compound;15/67;269/2237;0,0557620817843866;1,86178771569661;2,64732539764151;0,0109951939076546;0,21875993477238;0,195623150696804;GBP5/NLRP3/ARID5A/NR4A2/CTNNB1/SH2B2/JAK2/KLF4/NDEL1/NR1D1/STAT3/ZFP36/BCL2L1/TGM2/OSER1;15
GO:0052547;regulation of peptidase activity;6/67;64/2237;0,09375;3,13013059701493;3,03745455157916;0,0110113451833436;0,21875993477238;0,195623150696804;NLRP3/JAK2/KLF4/FAS/STAT3/TIMP1;6
GO:0120161;regulation of cold-induced thermogenesis;4/67;30/2237;0,133333333333333;4,45174129353234;3,34380646331618;0,0112036503024925;0,21875993477238;0,195623150696804;IRF4/JAK2/NR1D1/ATF4;4
GO:2001237;negative regulation of extrinsic apoptotic signaling pathway;4/67;30/2237;0,133333333333333;4,45174129353234;3,34380646331618;0,0112036503024925;0,21875993477238;0,195623150696804;MCL1/TMBIM1/HSPA1A/BCL2L1;4
GO:0050793;regulation of developmental process;23/67;490/2237;0,0469387755102041;1,56719463904965;2,49589975798539;0,0120952265998445;0,224164269764678;0,200455905102744;GADD45A/TENT5C/NLRP3/HK2/INO80D/TMBIM1/CTNNB1/SGMS2/IRF1/IRF4/HSPA1A/JAK2/KLF4/CDC42EP2/PNP/NR1D1/STAT3/CDC42EP4/JUNB/ZFP36/BCL2L1/TGM2/ATF4;23
GO:0097193;intrinsic apoptotic signaling pathway;7/67;85/2237;0,0823529411764706;2,7496049165935;2,88916106677919;0,0121884715740296;0,224164269764678;0,200455905102744;MCL1/CTNNB1/HSPA1A/JAK2/UBB/BCL2L1/ATF4;7
GO:0043068;positive regulation of programmed cell death;10/67;150/2237;0,0666666666666667;2,22587064676617;2,73069053565529;0,0121957285590853;0,224164269764678;0,200455905102744;GADD45A/GBP5/MCL1/CTNNB1/APBB2/JAK2/FAS/UBB/TGM2/ATF4;10
GO:0010950;positive regulation of endopeptidase activity;4/67;31/2237;0,129032258064516;4,30813673567646;3,25840436529598;0,0125781952727697;0,224164269764678;0,200455905102744;NLRP3/JAK2/FAS/STAT3;4
GO:0046661;male sex differentiation;4/67;31/2237;0,129032258064516;4,30813673567646;3,25840436529598;0,0125781952727697;0,224164269764678;0,200455905102744;CTNNB1/ARID5B/UBB/BCL2L1;4
GO:0106106;cold-induced thermogenesis;4/67;31/2237;0,129032258064516;4,30813673567646;3,25840436529598;0,0125781952727697;0,224164269764678;0,200455905102744;IRF4/JAK2/NR1D1/ATF4;4
GO:2001243;negative regulation of intrinsic apoptotic signaling pathway;4/67;31/2237;0,129032258064516;4,30813673567646;3,25840436529598;0,0125781952727697;0,224164269764678;0,200455905102744;CTNNB1/HSPA1A/BCL2L1/ATF4;4
